sales_number;car_vin;cost;sales_date                                                                                                                                                                   
29#60;9MIFV9E63VS965531;5040.87;2022-05-02                                                                                                                                                             
29#61;4EKSY9T51AH429266;6374.93;2022-04-01                                                                                                                                                             
29#62;5HOYE3Z58GO647321;6983.28;2021-05-15                                                                                                                                                             
29#63;0HEAP5D50LG491140;2943.78;2024-09-09                                                                                                                                                             
29#64;4FANA1X54CM540030;4364.73;2024-05-09                                                                                                                                                             
29#65;0HQOV0G64JP646451;3245.51;2022-04-12                                                                                                                                                             
29#66;3LOBQ5C01OG144410;5528.24;2021-07-10                                                                                                                                                             
29#67;9NREU4D90JN759499;6156.59;2023-01-09                                                                                                                                                             
29#68;6QEFB8B24MB703740;3431.92;2023-09-19                                                                                                                                                             
29#69;4FFYG5H39JB437162;3531.68;2021-01-28                                                                                                                                                             
29#70;6VNTP4I34XK576155;3954.15;2021-03-11                                                                                                                                                             
29#71;5RCWH7O92JH611192;3605.76;2022-06-17                                                                                                                                                             
29#72;8GYHJ0B37CJ308781;4822.53;2020-11-21                                                                                                                                                             
29#73;8MAQP2L38IM207449;2811.87;2023-10-27                                                                                                                                                             
29#74;7NQMB8V85FL125843;4786.05;2022-09-11                                                                                                                                                             
29#75;5FPMZ8O64PH419478;6196.86;2021-05-09                                                                                                                                                             
29#76;4JOBO1G87IP646031;3783.43;2022-02-10                                                                                                                                                             
29#77;1MLPI8G99HL029442;5413.86;2022-04-06                                                                                                                                                             
29#78;0UGKQ7A95RN098182;4467.76;2024-10-05                                                                                                                                                             
29#79;7CWZS2W19FT022809;4259.5;2020-08-27                                                                                                                                                              
29#80;9TPBW6L44CT149484;5506.7;2020-09-06                                                                                                                                                              
29#81;1FAJX9M50ZD333183;6644.43;2024-06-20                                                                                                                                                             
29#82;5XNSL1H46JC030486;6884.96;2023-05-02                                                                                                                                                             
29#83;9YMRO2E76ZE878722;2977.08;2022-08-22                                                                                                                                                             
29#84;9CRYO3W21WC534183;3940.34;2020-04-01                                                                                                                                                             
29#85;8PFBP7V47RC323929;3270.75;2022-10-05                                                                                                                                                             
29#86;7HVIT4S27DM204816;3625.76;2020-09-04                                                                                                                                                             
29#87;8CHQU9V59ZW248934;3879.01;2021-06-14                                                                                                                                                             
29#88;8PCYY4W31DE453185;4134.3;2023-12-10                                                                                                                                                              
29#89;0NNWM1G93BR558358;5263.58;2023-09-16                                                                                                                                                             
29#90;4YUUJ9Z85UP588452;4565.6;2023-08-28                                                                                                                                                              
29#91;3QEVP7D15RF935666;5006.71;2022-06-25                                                                                                                                                             
29#92;3ZOKD3T25PF224694;6749.42;2021-10-05                                                                                                                                                             
29#93;3ZFFX7V33LO280241;2525.28;2021-05-19                                                                                                                                                             
29#94;5LMHA0M46GX316245;5480.8;2020-06-25                                                                                                                                                              
29#95;0JXTQ6Z14XU819668;3383.76;2023-08-30                                                                                                                                                             
29#96;6GTVY5X15EK037005;4348.25;2020-07-06                                                                                                                                                             
29#97;8YHLC5G53DX732219;2684.05;2021-06-16                                                                                                                                                             
29#98;3LNBO4Y98VM312307;5256.16;2023-11-04                                                                                                                                                             
29#99;8TTBM6K76PU550929;4744.29;2020-06-18                                                                                                                                                             
29#100;9UYUZ8B51DR886102;4592.86;2020-06-16                                                                                                                                                            
29#101;3CLVI7V05JM050932;4266.49;2023-09-11                                                                                                                                                            
29#102;0UJQA6P74BV523898;3735.72;2022-05-04                                                                                                                                                            
29#103;1GAHG8V43OS977975;4258.01;2021-08-22                                                                                                                                                            
29#104;3HZJK8I02BE656330;4962.97;2022-04-21                                                                                                                                                            
29#105;3RRNI0J16YE750151;3109.78;2022-12-27                                                                                                                                                            
29#106;6BJXT8J10RE727625;4253.56;2024-04-21                                                                                                                                                            
29#107;1WHLX7D27NI944238;5293.55;2022-08-29                                                                                                                                                            
29#108;1NVMA7F25LZ334030;6265.24;2024-01-27                                                                                                                                                            
29#109;8TVKB7Q19WA526040;6488.12;2020-10-23                                                                                                                                                            
29#110;4HYMZ4N58YQ053191;5603.14;2023-03-22                                                                                                                                                            
29#111;1VVAZ9S55CY582301;3998.3;2021-10-06                                                                                                                                                             
29#112;8QZDE6G64EI236755;4376.76;2021-09-01                                                                                                                                                            
29#113;4ZKPE8L17CD573300;2442.11;2022-03-02                                                                                                                                                            
29#114;6XEEE5Y35DH143467;3363.24;2021-03-03                                                                                                                                                            
29#115;2XOZL6H48LA669957;3615.26;2023-02-19                                                                                                                                                            
29#116;5MTAN3A03EV034969;4703.05;2021-03-29                                                                                                                                                            
29#117;0EVZG7K38ND100935;4273.7;2023-02-14                                                                                                                                                             
29#118;4NNOO5M88YM723717;3707.36;2024-05-15                                                                                                                                                            
29#119;3QFCK6S82BH944322;3676.4;2022-08-03                                                                                                                                                             
29#120;1VFUW7V68PG971196;5559.16;2021-07-06                                                                                                                                                            
29#121;5XQYA5U11FK257693;6644.53;2022-08-12                                                                                                                                                            
29#122;4PFNY1N63SQ797466;3421.59;2022-01-30                                                                                                                                                            
29#123;9LQST8E69BJ328665;4226.1;2024-07-13                                                                                                                                                             
29#124;9QSSH6U47MZ329643;3120.94;2023-03-14                                                                                                                                                            
29#125;4KYKD5G72RF336458;5081.08;2024-05-07                                                                                                                                                            
29#126;2ZNOI8M89IC924621;5691.11;2020-10-29                                                                                                                                                            
29#127;2XNLW3Q82YR220261;3962.71;2024-05-28                                                                                                                                                            
29#128;3PZTN5Q14WX712587;3651.97;2022-07-11                                                                                                                                                            
29#129;0WUPM0I24XN332087;5917.04;2021-11-24                                                                                                                                                            
29#130;8LVXO8X29XF012541;6072.06;2022-07-05                                                                                                                                                            
29#131;0RTGP5Q20LM253239;6852.0;2022-04-07                                                                                                                                                             
29#132;2DIXN5R38CH395262;6392.82;2024-10-08                                                                                                                                                            
29#133;3YKDW5U26MA606728;7447.28;2022-01-13                                                                                                                                                            
29#134;8MOHF3U83YL506536;3734.4;2021-01-09                                                                                                                                                             
29#135;5IOSJ9W46MH832684;3180.26;2021-10-26                                                                                                                                                            
29#136;0YVDB5Z73XJ868831;6193.88;2024-05-20                                                                                                                                                            
29#137;7GVGC4Z69PY857574;6383.6;2023-04-17                                                                                                                                                             
29#138;3DTRP7Q68UZ185255;5742.77;2024-03-23                                                                                                                                                            
29#139;8JLQN7W98GC931799;4704.38;2022-01-26                                                                                                                                                            
29#140;6IPKY9J36QY722927;3658.56;2023-08-23                                                                                                                                                            
29#141;7WVFJ2R45FD934573;4274.48;2024-10-20                                                                                                                                                            
29#142;4SFUH6N15BJ035938;3663.52;2021-04-12                                                                                                                                                            
29#143;5WFIO9T78WZ098161;3765.42;2024-03-17                                                                                                                                                            
29#144;0KSUI4U59GS600514;4135.8;2020-03-22                                                                                                                                                             
29#145;4FUBA4G55JY976441;5626.53;2020-02-11                                                                                                                                                            
29#146;7RKQU9S96MP621189;4610.93;2023-02-07                                                                                                                                                            
29#147;1XFFN6F97LH371691;6145.18;2022-12-21                                                                                                                                                            
29#148;9FYBC4T22AX550891;5949.4;2024-04-16                                                                                                                                                             
29#149;4COYN4D30HF973688;4121.43;2020-07-24                                                                                                                                                            
29#150;7EIGG3U73XJ352803;4216.51;2024-03-31                                                                                                                                                            
29#151;2WPJA7I68PV739838;3602.89;2022-10-26                                                                                                                                                            
29#152;5EINZ5J39KX652862;4159.07;2021-02-09                                                                                                                                                            
29#153;1IYFC9H71BC827228;2794.77;2021-10-05                                                                                                                                                            
29#154;5DZRH3F93IE632847;2956.75;2022-10-19                                                                                                                                                            
29#155;3VAYD6P88SE227762;2983.99;2024-06-04                                                                                                                                                            
29#156;2PETK4V18NV091376;4018.17;2021-11-02                                                                                                                                                            
29#157;4QHSD3T66PK118800;5640.73;2023-03-19                                                                                                                                                            
29#158;5GBIM6X44ML725987;4869.5;2021-11-30                                                                                                                                                             
29#159;6QMHY3J61UM738358;4637.15;2023-10-16                                                                                                                                                            
29#160;6NNAQ3U40UJ709117;2480.24;2022-01-18                                                                                                                                                            
29#161;1IRHV9E81NG135498;6197.45;2020-10-23                                                                                                                                                            
29#162;3HVAV9C93BI107099;4027.05;2021-08-13                                                                                                                                                            
29#163;2EJCE5K85WJ896955;5692.76;2024-03-23                                                                                                                                                            
29#164;7TKZZ3I35MV996636;5588.13;2024-02-27                                                                                                                                                            
29#165;5GWYG9U56VZ747209;6741.6;2023-06-13                                                                                                                                                             
29#166;6JDMX6Q63UQ007128;4346.03;2023-04-09                                                                                                                                                            
29#167;5UOMC8E17MH774195;4628.49;2024-09-18                                                                                                                                                            
29#168;6WAQY7E49QF326448;3570.8;2024-02-13                                                                                                                                                             
29#169;5VCMO5N11BR141363;5704.55;2024-02-06                                                                                                                                                            
29#170;3SOIB4P89ZM262232;2636.04;2020-07-07                                                                                                                                                            
29#171;5FRYN3X70KS707071;4185.48;2021-09-01                                                                                                                                                            
29#172;9XDVE3C00RX814014;4249.83;2021-10-09                                                                                                                                                            
29#173;1DZMH6A10YR675461;4248.98;2023-10-27                                                                                                                                                            
29#174;1OXQE8K68NW940684;5054.29;2024-04-09                                                                                                                                                            
29#175;4AHXG1Q66JM731445;4048.48;2020-04-18                                                                                                                                                            
29#176;9PIVV3V48VF926045;3003.26;2021-10-04                                                                                                                                                            
29#177;4MXZP2T41SS794649;5129.42;2021-02-07                                                                                                                                                            
29#178;1PXWE9S55SP033582;4375.01;2022-02-21                                                                                                                                                            
29#179;4PEBE7H82YT767325;2738.14;2024-08-10                                                                                                                                                            
29#180;4ZIYF7Z89TD709092;5600.29;2020-02-21                                                                                                                                                            
29#181;0YRMT0U29FS800468;5086.03;2023-04-10                                                                                                                                                            
29#182;6TKRO8R86II791964;6779.66;2023-05-28                                                                                                                                                            
29#183;3SGDA2W26TD797808;5886.71;2023-11-18                                                                                                                                                            
29#184;0JDUF4G32PB301209;4054.08;2022-01-31                                                                                                                                                            
29#185;3KHKL1B09TK615887;3121.74;2023-12-23                                                                                                                                                            
29#186;3VWYH4H40LJ452862;5213.59;2021-01-15                                                                                                                                                            
29#187;6TBTM8H11NP056665;3286.22;2020-08-26                                                                                                                                                            
29#188;7AKUI6G77ZQ275952;5108.89;2023-02-02                                                                                                                                                            
29#189;7OAKW1K35JE138512;3971.37;2021-12-19                                                                                                                                                            
29#190;9BHMK5K22GI678424;4433.75;2024-05-26                                                                                                                                                            
29#191;0EYTP5R58TV328520;3879.72;2020-08-20                                                                                                                                                            
29#192;7XGVI4H78SI850454;4920.08;2023-05-29                                                                                                                                                            
29#193;8URZJ3P16OW234221;4550.01;2020-09-07                                                                                                                                                            
29#194;7XQQX1P41OR149846;6739.58;2020-07-22                                                                                                                                                            
29#195;1TRFX4T15CY432683;6369.98;2023-12-02                                                                                                                                                            
29#196;2OQCQ7S02FJ607175;4661.36;2021-04-06                                                                                                                                                            
29#197;1EEJC3O88WC799137;6926.29;2022-05-10                                                                                                                                                            
29#198;5TIYL3Z80LD089802;3017.53;2024-06-03                                                                                                                                                            
29#199;2IXBP2J35ZQ250433;5491.32;2023-11-20                                                                                                                                                            
29#200;2OTRT2N13KX971397;3590.93;2021-03-31                                                                                                                                                            
29#201;5OTCJ1X64PV094411;2628.36;2020-06-08                                                                                                                                                            
29#202;6XKQL6E97HS478538;3452.27;2023-12-19                                                                                                                                                            
29#203;8HHEW3G37GA025551;4617.76;2022-07-03                                                                                                                                                            
29#204;1CUAU3H26AC033098;2665.15;2023-06-23                                                                                                                                                            
29#205;7VOCU8I04JZ324994;5500.21;2022-11-01                                                                                                                                                            
29#206;6QFIQ0A47NM428838;5449.41;2022-09-21                                                                                                                                                            
29#207;1OING5I55FC582872;3265.75;2021-09-28                                                                                                                                                            
29#208;3BWTX8W98PT593759;4233.11;2021-12-05                                                                                                                                                            
29#209;4NIHT2Z59GL912319;2638.97;2021-09-18                                                                                                                                                            
29#210;6NLOX0B84CD724675;4358.33;2020-11-03                                                                                                                                                            
29#211;1QBGJ7U47UE537520;7263.64;2020-05-21                                                                                                                                                            
29#212;7ZQDU2Y33LM358641;3278.4;2024-04-25                                                                                                                                                             
29#213;1EDHI8R77PC577832;6212.21;2022-03-25                                                                                                                                                            
29#214;9NBPK6X32YV961310;3496.87;2023-05-12                                                                                                                                                            
29#215;3WLTD7R72RZ162181;4807.78;2022-10-29                                                                                                                                                            
29#216;7WEIQ5Z41GN245555;3845.4;2024-07-28                                                                                                                                                             
29#217;7OWER3A08FC834447;4948.94;2021-06-14                                                                                                                                                            
29#218;7NDGY2L57VE703107;2765.49;2022-11-20                                                                                                                                                            
29#219;7BGVN7Y98IM913952;4918.94;2022-02-13                                                                                                                                                            
29#220;3ITLH0U84NT057346;5192.75;2022-12-03                                                                                                                                                            
29#221;6KAZH1S44PE568895;5158.19;2022-05-07                                                                                                                                                            
29#222;1VGRQ9U95WI559509;5480.92;2022-02-22                                                                                                                                                            
29#223;3NDPX1Y53NV158296;2725.29;2024-01-31                                                                                                                                                            
29#224;0TNOU7U44FB690714;3704.96;2021-10-01                                                                                                                                                            
29#225;1VPGQ7F16UH354638;7149.35;2024-02-20                                                                                                                                                            
29#226;0OTSX1A70OE103759;5188.26;2021-05-19                                                                                                                                                            
29#227;5GFVU9E62BJ189100;6292.6;2024-06-20                                                                                                                                                             
29#228;0LZRT7Y15UM240206;5675.61;2020-06-02                                                                                                                                                            
29#229;3WMMG0K32MG352018;3303.34;2022-06-04                                                                                                                                                            
29#230;7DHBG9E09PB964882;6696.48;2022-04-06                                                                                                                                                            
29#231;7POUN2Q58QN774444;3991.36;2020-05-21                                                                                                                                                            
29#232;5CAUR9R83HO218708;4615.1;2022-03-04                                                                                                                                                             
29#233;6RJTC3D33NI708717;6470.64;2023-09-28                                                                                                                                                            
29#234;2XWMU4I10EF402447;5825.04;2022-08-29                                                                                                                                                            
29#235;5CFLR2G06UG636172;3036.97;2020-06-23                                                                                                                                                            
29#236;2CJTD0M54PL248714;6553.14;2024-10-30                                                                                                                                                            
29#237;6CBAN1T32TR339149;6312.05;2020-09-03                                                                                                                                                            
29#238;0AFIB2Z78HV323257;3928.63;2021-05-05                                                                                                                                                            
29#239;8HHFN4W27ML494945;3849.43;2020-07-09                                                                                                                                                            
29#240;0QYZD3T28BQ919571;3511.32;2023-02-21                                                                                                                                                            
29#241;2XKZK1O62GX488303;4052.83;2022-08-24                                                                                                                                                            
29#242;9JRSX3P61AD709282;2814.24;2021-12-21                                                                                                                                                            
29#243;1NDAI9Y09WH178936;4858.16;2021-06-06                                                                                                                                                            
29#244;3RMCG1H03XT625708;3888.78;2024-03-28                                                                                                                                                            
29#245;0FEUH8V41SD437856;4423.69;2020-10-30                                                                                                                                                            
29#246;0WQFK4Y96ST266234;5779.37;2021-06-05                                                                                                                                                            
29#247;8KAOI5S26FO769849;3851.12;2021-12-18                                                                                                                                                            
29#248;0VIOT8K78UF697652;2882.74;2021-05-13                                                                                                                                                            
29#249;2GAMD3T63DW804226;5089.79;2023-08-29                                                                                                                                                            
29#250;7UNIT6I45VR452255;5902.09;2022-08-01                                                                                                                                                            
29#251;5PRCS5W31NV158303;5165.27;2022-12-12                                                                                                                                                            
29#252;0WSVW2D78SW733445;3251.95;2021-09-20                                                                                                                                                            
29#253;7YRQK5E17XE650509;5329.54;2020-07-20                                                                                                                                                            
29#254;8PXZU8W53RP693660;2048.43;2023-11-06                                                                                                                                                            
29#255;7NLAD5B12FM978793;3306.65;2020-06-27                                                                                                                                                            
29#256;4KNMM7L01AE961822;4259.59;2021-03-14                                                                                                                                                            
29#257;7KTLE5F50WB578529;4872.71;2023-09-10                                                                                                                                                            
29#258;1FQYG3H07SG488804;4912.42;2020-07-27                                                                                                                                                            
29#259;0IVRZ9O72TK516149;5474.82;2023-10-11                                                                                                                                                            
29#260;4UJUP4T39OK340224;3955.52;2024-06-19                                                                                                                                                            
29#261;5EGRA1H82UN919526;5368.33;2023-01-27                                                                                                                                                            
29#262;3XUYM4Y84LB807779;6337.3;2023-06-14                                                                                                                                                             
29#263;0HRJB1B59CW366109;5913.81;2024-01-10                                                                                                                                                            
29#264;5RHIV8N67OO132699;3561.8;2023-11-02                                                                                                                                                             
29#265;5RBMA7R54IA783876;2855.59;2022-03-18                                                                                                                                                            
29#266;6BPSG2U16AC260455;5274.42;2022-07-01                                                                                                                                                            
29#267;3WXSV6A80WE541242;5175.35;2023-04-03                                                                                                                                                            
29#268;3AHTD1E80IC885821;6037.27;2021-01-31                                                                                                                                                            
29#269;0CXXB4Z45TG768515;3462.5;2022-10-08                                                                                                                                                             
29#270;8VSVU8X03XT486056;5356.97;2024-03-25                                                                                                                                                            
29#271;7ESOZ1R31BM333306;4570.34;2022-05-18                                                                                                                                                            
29#272;3CBAD0J22KK954555;2780.7;2022-07-07                                                                                                                                                             
29#273;1ZBVO9P38ER826902;2481.46;2024-10-01                                                                                                                                                            
29#274;3CJZA9B04KA219834;6574.81;2020-11-05                                                                                                                                                            
29#275;1ECZV0T21UL235065;7855.75;2023-01-30                                                                                                                                                            
29#276;1BTKM9O33UX458255;3630.56;2022-10-05                                                                                                                                                            
29#277;3LEEG4T07RW594448;5002.79;2021-02-02                                                                                                                                                            
29#278;5WPJQ4W23JN166774;3934.23;2022-11-22                                                                                                                                                            
29#279;8VGWU9Y07CI323898;2633.34;2022-07-12                                                                                                                                                            
29#280;6UOHX0W37OL378093;4479.98;2020-07-31                                                                                                                                                            
29#281;7ZYDJ5M19IM250168;6631.42;2020-06-09                                                                                                                                                            
29#282;7YZKV9C96GP605213;3394.62;2021-12-31                                                                                                                                                            
29#283;0JIIV8W67YR082593;3957.66;2021-06-27                                                                                                                                                            
29#284;4XGUF7D31AH559129;6962.26;2020-10-20                                                                                                                                                            
