key;index                                                                                                                                                                                              
5RJCX1T95SQ512255;20350                                                                                                                                                                                
5RJEW2D69PE748576;42788                                                                                                                                                                                
5RJJA6V24VQ718233;39503                                                                                                                                                                                
5RJMR5E97KB777240;849                                                                                                                                                                                  
5RJMV4J12JL353742;21544                                                                                                                                                                                
5RJWY8P53QV188057;36710                                                                                                                                                                                
5RKCY8E11DX667988;7123                                                                                                                                                                                 
5RKKU6Q68JR502183;21378                                                                                                                                                                                
5RKNC4A68ZN919526;4933                                                                                                                                                                                 
5RKNH3P89WN982492;46762                                                                                                                                                                                
5RKSL7C61MZ627781;17795                                                                                                                                                                                
5RKZJ3H24VG971371;18688                                                                                                                                                                                
5RLJK0W40SH664450;12974                                                                                                                                                                                
5RLMD3H04UX764999;9530                                                                                                                                                                                 
5RLNF1U62VX802895;8573                                                                                                                                                                                 
5RLUI6S04SQ348412;28393                                                                                                                                                                                
5RLYZ2H73NE363640;46758                                                                                                                                                                                
5RMBO6D13ZP203366;15740                                                                                                                                                                                
5RMBU9T43EW144120;48794                                                                                                                                                                                
5RMEV2X85BN953071;20895                                                                                                                                                                                
5RMIT6X16CH315674;3778                                                                                                                                                                                 
5RMLK3P21WG154988;43491                                                                                                                                                                                
5RMTA2W14QP446286;46529                                                                                                                                                                                
5RMTH1K39WD103438;31709                                                                                                                                                                                
5RMXA3A02AP911728;19422                                                                                                                                                                                
5RMXJ6U00IE057532;45773                                                                                                                                                                                
5RMXR5I39ZA367474;9807                                                                                                                                                                                 
5RNIC5X50FL998380;9022                                                                                                                                                                                 
5RNIM0D90WG274105;18466                                                                                                                                                                                
5RNJJ8G86HZ426650;7121                                                                                                                                                                                 
5RNLK6U63GK778981;42149                                                                                                                                                                                
5RNMR1N73SY505333;14714                                                                                                                                                                                
5RNRR3H94XY570052;15379                                                                                                                                                                                
5ROBT8M41ZW920672;12684                                                                                                                                                                                
5ROCM6M06SY785222;27417                                                                                                                                                                                
5ROCZ8C22DD725711;14304                                                                                                                                                                                
5ROEZ3C89EN449553;36832                                                                                                                                                                                
5ROHP2S23WV688513;2363                                                                                                                                                                                 
5ROSV6W73SR537641;37351                                                                                                                                                                                
5ROWH0W07VT348899;35167                                                                                                                                                                                
5RPDO4C02BX024143;43299                                                                                                                                                                                
5RPEE9E02TQ430025;36879                                                                                                                                                                                
5RPEN2Q96OF302234;10354                                                                                                                                                                                
5RPET7O16PR601384;8958                                                                                                                                                                                 
5RPMW5S08LU282225;29939                                                                                                                                                                                
5RPNH2H26LH837327;26980                                                                                                                                                                                
5RPTL6Q07DB538201;48267                                                                                                                                                                                
5RQCS2S47TQ036736;32634                                                                                                                                                                                
5RQCZ3K31QL444901;6023                                                                                                                                                                                 
5RQEE2X44HK490561;45710                                                                                                                                                                                
5RQEG2Y85FM034577;10416                                                                                                                                                                                
5RQIB8E75IL675613;38833                                                                                                                                                                                
5RQNK3P69DA660363;44028                                                                                                                                                                                
5RQNW8P96ZT611195;34437                                                                                                                                                                                
5RQPB5Y43JZ548624;27674                                                                                                                                                                                
5RQUK1E99WM429621;10968                                                                                                                                                                                
5RQYS6K82CH123185;32297                                                                                                                                                                                
5RRCE3T00PB681195;13767                                                                                                                                                                                
5RRHG0N83BP130074;26986                                                                                                                                                                                
5RRKK2R28HD371063;34043                                                                                                                                                                                
5RRLV7I94BU894046;41502                                                                                                                                                                                
5RRNL1M78UF655750;21046                                                                                                                                                                                
5RRNS7J21FW798085;36783                                                                                                                                                                                
5RRUM3G35ID078444;6930                                                                                                                                                                                 
5RSDR0Z47DJ432529;36074                                                                                                                                                                                
5RSKZ0D19RR465472;45233                                                                                                                                                                                
5RSNZ5W02HH312561;5832                                                                                                                                                                                 
5RSOY5X47VO322256;20912                                                                                                                                                                                
5RSQQ2Z11AU094518;32546                                                                                                                                                                                
5RSSR2Q74GF366721;28512                                                                                                                                                                                
5RSUP9D45IZ383764;7693                                                                                                                                                                                 
5RSVN7B14PA269953;21329                                                                                                                                                                                
5RSZT3U70QO502016;1185                                                                                                                                                                                 
5RSZZ7O08PD022487;30488                                                                                                                                                                                
5RTAT9X06MX591062;34168                                                                                                                                                                                
5RTED4Y65BN867168;4068                                                                                                                                                                                 
5RTEQ0G41QU564777;8114                                                                                                                                                                                 
5RTMS2Z14CR429231;41605                                                                                                                                                                                
5RTOQ3C36IY222910;2715                                                                                                                                                                                 
5RTQJ5F52LD719885;21735                                                                                                                                                                                
5RTQO3A40LF468604;6247                                                                                                                                                                                 
5RTWP3Y09CB513559;10624                                                                                                                                                                                
5RTXQ0F60IS027060;29924                                                                                                                                                                                
5RUFA8Q98HV565791;20926                                                                                                                                                                                
5RUIK4W07WH512421;5876                                                                                                                                                                                 
5RUIM1Q79AA878073;23839                                                                                                                                                                                
5RUWH7Z53ND001844;40218                                                                                                                                                                                
5RUXD8R96MW570358;23833                                                                                                                                                                                
5RUZH8V48FF739817;26236                                                                                                                                                                                
5RVHY5Z69GF989929;23478                                                                                                                                                                                
5RVIQ2N81FD735608;47686                                                                                                                                                                                
5RVLG8K50JD875700;35190                                                                                                                                                                                
5RVML9H96SN076752;31961                                                                                                                                                                                
5RVQD0Z37IL730340;10790                                                                                                                                                                                
5RVSK4A89WE160616;31867                                                                                                                                                                                
5RVZR3D18LN386759;35015                                                                                                                                                                                
5RWHH7N80XM393797;380                                                                                                                                                                                  
5RWNM9R76TZ422084;49482                                                                                                                                                                                
5RWWA3L83ER728944;41386                                                                                                                                                                                
5RWXZ2B23TC518403;28943                                                                                                                                                                                
5RXCN6N26LR859050;34731                                                                                                                                                                                
5RXEU3E48DL027635;37120                                                                                                                                                                                
5RXHJ9Z30NN459931;43323                                                                                                                                                                                
5RXHV6M63UO793860;9624                                                                                                                                                                                 
5RXJN0Y29SW808878;32511                                                                                                                                                                                
5RXLW0N91TR038699;4598                                                                                                                                                                                 
5RXMS8E84VK219046;13647                                                                                                                                                                                
5RXOQ7T83UO564900;13927                                                                                                                                                                                
5RXRY0C60WI828220;3268                                                                                                                                                                                 
5RXSG8I44LD638899;33206                                                                                                                                                                                
5RXTZ4Q36UN536067;48762                                                                                                                                                                                
5RYBS7G46PB884900;3156                                                                                                                                                                                 
5RYDS7P04ML159585;1513                                                                                                                                                                                 
5RYGE5B97VX774795;38295                                                                                                                                                                                
5RYMZ9J40UH744165;35332                                                                                                                                                                                
5RYNB6C60CI955570;29241                                                                                                                                                                                
5RYQR0D12PJ839659;3678                                                                                                                                                                                 
5RYSI0C02LP266625;11476                                                                                                                                                                                
5RYXC0K39UC744616;23215                                                                                                                                                                                
5RYYY0H20VX760030;15945                                                                                                                                                                                
5RYZA1X54UK276083;35220                                                                                                                                                                                
5RYZY0A75JK446937;9967                                                                                                                                                                                 
5RZGR9J83SQ470120;38539                                                                                                                                                                                
5RZNB4G59TN042266;26891                                                                                                                                                                                
5RZOW3A66FK406246;507                                                                                                                                                                                  
5RZSB5C84AG195684;2525                                                                                                                                                                                 
5RZXV0B00TR709259;18544                                                                                                                                                                                
5SACA8W15BM450463;35042                                                                                                                                                                                
5SAFY7Z56RB612897;36867                                                                                                                                                                                
5SAGL8A14JE064988;952                                                                                                                                                                                  
5SAHA4C64DU061648;2918                                                                                                                                                                                 
5SAMS4R81VW913440;48888                                                                                                                                                                                
5SAXK3C55UE309660;43402                                                                                                                                                                                
5SBCK0N73RC691083;26127                                                                                                                                                                                
5SBDO8R68RF613090;37832                                                                                                                                                                                
5SBKY6N14VR389868;35718                                                                                                                                                                                
5SBMJ1U50OM478411;17935                                                                                                                                                                                
5SBTZ6E84QU647169;48046                                                                                                                                                                                
5SCBM7X20PU649888;45987                                                                                                                                                                                
5SCKW1O19FX264356;31964                                                                                                                                                                                
5SCLT0Q66LY057637;36446                                                                                                                                                                                
5SCMN5F27XR655774;16149                                                                                                                                                                                
5SCQR1S95IJ432770;43304                                                                                                                                                                                
5SCTD2Y70PD400327;6987                                                                                                                                                                                 
5SCTM3R55VL408349;7553                                                                                                                                                                                 
5SCXL0A25AR911482;10786                                                                                                                                                                                
5SCYJ2A73FJ228646;30669                                                                                                                                                                                
5SDDI8N18CI263515;20813                                                                                                                                                                                
5SDHQ4C65RT971635;34002                                                                                                                                                                                
5SDIC6N89II894909;185                                                                                                                                                                                  
5SDOU0B95AF204378;11710                                                                                                                                                                                
5SDSE6H80XG467710;27546                                                                                                                                                                                
5SDWG8K29PE939766;35971                                                                                                                                                                                
5SDXE6T00LK992997;27597                                                                                                                                                                                
5SDXL9I53VE715297;13008                                                                                                                                                                                
5SDYK7K08PD980550;26978                                                                                                                                                                                
5SEFH9E57HN333455;10996                                                                                                                                                                                
5SEGE6V10AL933652;44433                                                                                                                                                                                
5SEJF3P60LB624128;10742                                                                                                                                                                                
5SEJO9F98LC937389;11443                                                                                                                                                                                
5SEPD3Z69ML445889;2186                                                                                                                                                                                 
5SESL5J84VT833347;33028                                                                                                                                                                                
5SFAM0Q90RD811313;19750                                                                                                                                                                                
5SFBI9I12MG733752;28744                                                                                                                                                                                
5SFEQ5S99LZ192083;22432                                                                                                                                                                                
5SFIA5E34YI350411;8823                                                                                                                                                                                 
5SFLK3B97LS154223;36155                                                                                                                                                                                
5SFQS7H38KR358272;2878                                                                                                                                                                                 
5SFSZ7I48QU076376;21636                                                                                                                                                                                
5SFTP1F78IY248690;9031                                                                                                                                                                                 
5SFZX6H00ZK589847;25610                                                                                                                                                                                
5SGCT6J46WZ554652;48666                                                                                                                                                                                
5SGEG4Z82GW680361;40129                                                                                                                                                                                
5SGGW5N64NO652229;24244                                                                                                                                                                                
5SGJC4M37BL882121;38407                                                                                                                                                                                
5SGKS2U61MD206131;26287                                                                                                                                                                                
5SGNQ7Y88YQ781741;441                                                                                                                                                                                  
5SGPH9X88MZ239888;10549                                                                                                                                                                                
5SGQG1Z53ZD830074;36143                                                                                                                                                                                
5SGRK9N39LU359110;29137                                                                                                                                                                                
5SGSP1W15YK078491;6778                                                                                                                                                                                 
5SGZF7B36OP717212;13512                                                                                                                                                                                
5SHDZ0S86MR085207;44666                                                                                                                                                                                
5SHFG5H36GZ506532;41852                                                                                                                                                                                
5SHMZ2X73LB413547;37596                                                                                                                                                                                
5SHOP1B00EI006187;8636                                                                                                                                                                                 
5SHQI9J03CF904684;4683                                                                                                                                                                                 
5SHTI4N52AG399072;45695                                                                                                                                                                                
5SHTL3M09EB748411;37278                                                                                                                                                                                
5SHWC6M60MR330032;40053                                                                                                                                                                                
5SHWM0W77ZD815549;1739                                                                                                                                                                                 
5SIAU7L13PZ131391;37978                                                                                                                                                                                
5SIGP6D62QA028543;30031                                                                                                                                                                                
5SION2Y96RD079448;11867                                                                                                                                                                                
5SISF9M63KI220604;25321                                                                                                                                                                                
5SJCP2V97GN016506;15581                                                                                                                                                                                
5SJNR9R14LL991597;19799                                                                                                                                                                                
5SJNT1C15BR861945;42523                                                                                                                                                                                
5SJTT6G52EU079571;2571                                                                                                                                                                                 
5SJUN8G54BP646498;5646                                                                                                                                                                                 
5SKDK3O12XN167624;18618                                                                                                                                                                                
5SKGW8J19FZ737116;17662                                                                                                                                                                                
5SKHS0O55RR367057;36971                                                                                                                                                                                
5SKIR1F39KP217411;33070                                                                                                                                                                                
5SKOZ3H85KK238154;7283                                                                                                                                                                                 
5SKSR0B09OA973737;28740                                                                                                                                                                                
5SKTA4H35VS157332;12463                                                                                                                                                                                
5SKXN3N63AL689282;10418                                                                                                                                                                                
5SLBU8A42ZB457202;24755                                                                                                                                                                                
5SLCV8W34QZ951603;11088                                                                                                                                                                                
5SLEL6O58KC909912;46034                                                                                                                                                                                
5SLKI1I09JM323366;17289                                                                                                                                                                                
5SLLJ4V78WH121997;7508                                                                                                                                                                                 
5SMFL6A92PT599034;769                                                                                                                                                                                  
5SMHZ6D81ZB110619;43219                                                                                                                                                                                
5SMJG0S81OT209069;2649                                                                                                                                                                                 
5SMMU0E54WT163178;4414                                                                                                                                                                                 
5SMOM7W19XK942768;20814                                                                                                                                                                                
5SMZE8B81SS678802;36564                                                                                                                                                                                
5SNBF9O05FR128280;40925                                                                                                                                                                                
5SNFO7S55WJ403107;44644                                                                                                                                                                                
5SNGS0C56EM448525;30100                                                                                                                                                                                
5SNNJ9I52ZP195335;35382                                                                                                                                                                                
5SNVI2M20KI872633;48126                                                                                                                                                                                
5SNZZ3Z77BP428232;17831                                                                                                                                                                                
