vin;model;price;date_start;status                                                                                                                                                                      
7TOHX2U01VG531672;353;2819.83;2024-03-27;available                                                                                                                                                     
1ALFH9Q26YO598495;361;2418.51;2021-08-27;delivery                                                                                                                                                      
8QCTW8F39UR620976;154;3047.64;2021-12-02;sold                                                                                                                                                          
8PTZL5H46YA669208;1;2359.17;2024-06-19;delivery                                                                                                                                                        
9GYRQ0G90VG631583;436;2856.62;2022-06-15;delivery                                                                                                                                                      
2SWAX7H43WZ427624;465;3789.25;2023-01-28;available                                                                                                                                                     
3GENL0K09TB662467;34;3297.33;2021-12-24;available                                                                                                                                                      
9VZTT9X48UK044815;359;3746.63;2020-12-27;available                                                                                                                                                     
0MBDS5H86IK820193;308;3950.62;2020-06-10;available                                                                                                                                                     
0CIQK5E99FZ143984;485;3080.24;2024-07-10;delivery                                                                                                                                                      
1DVGE4N53UE770550;342;3102.43;2021-05-20;sold                                                                                                                                                          
8YHDP1G75FI029738;443;2956.12;2022-06-19;sold                                                                                                                                                          
9FPHX8D50GJ773508;242;2389.33;2020-04-11;delivery                                                                                                                                                      
5ZSXE3H64CX429081;70;3149.26;2020-07-16;available                                                                                                                                                      
4LYMZ5H10QH861110;221;2257.18;2020-03-17;delivery                                                                                                                                                      
8FQFS5U71QD592586;169;3752.42;2023-12-25;delivery                                                                                                                                                      
9EADE0V03UX225096;173;2932.29;2022-05-16;delivery                                                                                                                                                      
4MNSR4W30HG153137;346;2847.29;2024-03-20;available                                                                                                                                                     
1LXCZ9Y61OZ812624;43;3926.11;2021-06-30;sold                                                                                                                                                           
0JUJI4L38VO103935;4;2172.02;2023-07-15;reserve                                                                                                                                                         
0VFYB0Q58SI206915;485;3799.95;2020-01-22;delivery                                                                                                                                                      
2LJOC6Y63FZ351095;208;2295.64;2024-07-26;delivery                                                                                                                                                      
8DVVH3B12MD539478;35;3445.31;2022-10-29;delivery                                                                                                                                                       
5YKHP3S92UB338929;312;3498.31;2023-03-24;available                                                                                                                                                     
4ZUKW3K47IR331914;9;3756.11;2020-03-11;sold                                                                                                                                                            
2MIFT2F15ME912977;290;2649.4;2020-10-04;reserve                                                                                                                                                        
5XLMU3P59HB619313;206;3266.93;2021-04-07;reserve                                                                                                                                                       
6YPTE0Y30AN608670;203;3496.63;2021-02-20;available                                                                                                                                                     
6AAOC2X41PS636762;1;3259.47;2023-10-21;delivery                                                                                                                                                        
5GYTU1L84CT880740;223;3512.14;2021-11-05;delivery                                                                                                                                                      
9JMWA9A58BU629595;243;2264.54;2020-04-04;reserve                                                                                                                                                       
7YRJC6I35KL218022;244;3534.9;2020-02-18;reserve                                                                                                                                                        
6EDLS2F44PG182307;131;2077.77;2020-12-19;sold                                                                                                                                                          
2NDDW5M91FW168132;313;2565.57;2020-05-19;reserve                                                                                                                                                       
9ZBHG3Q12DI938262;492;2740.49;2022-12-31;available                                                                                                                                                     
9WBJV4T22HL397711;209;2257.55;2024-02-25;reserve                                                                                                                                                       
5IVSZ6T13UC890235;384;2745.13;2024-04-08;available                                                                                                                                                     
3AHQM2E77KO988574;486;3207.42;2024-04-20;sold                                                                                                                                                          
7VXHI1I30HJ509367;410;2481.53;2021-09-02;available                                                                                                                                                     
7FDLU1A43YT928398;237;2457.06;2024-01-23;reserve                                                                                                                                                       
8QOYT4N73KH688806;325;2242.1;2023-03-08;delivery                                                                                                                                                       
6VHSZ9S10JY726359;306;3327.35;2021-08-24;delivery                                                                                                                                                      
3AFWA6O72JM199615;320;2509.78;2022-03-23;delivery                                                                                                                                                      
6GBSW5K29GF163950;27;3433.76;2021-11-22;delivery                                                                                                                                                       
5HLWV5J47PF364470;130;3213.46;2021-06-29;delivery                                                                                                                                                      
2LSNB9A25KQ338315;374;2516.25;2022-02-26;reserve                                                                                                                                                       
5REET5C79KY435127;78;2384.67;2023-12-31;reserve                                                                                                                                                        
4NYTM8V88DG817003;12;3288.18;2024-01-12;sold                                                                                                                                                           
9BQPB3T04PX890886;475;3798.01;2021-12-23;sold                                                                                                                                                          
4IRRG8F89US738207;406;2242.56;2020-05-28;reserve                                                                                                                                                       
7TJAG0R57ZU526210;463;2181.66;2021-12-16;reserve                                                                                                                                                       
6BPPO7J29ZK078155;70;3272.74;2020-06-11;available                                                                                                                                                      
5ONBR9P20NZ949085;379;3753.27;2022-05-12;reserve                                                                                                                                                       
9OKPY8Q79UF631401;453;2385.57;2022-06-09;reserve                                                                                                                                                       
8IYUP1C22DH680101;17;3917.65;2020-08-04;sold                                                                                                                                                           
4MOIH4Q21XC079919;242;3806.11;2021-09-17;reserve                                                                                                                                                       
4OHQZ1F61NM322682;108;2684.92;2023-04-01;available                                                                                                                                                     
9RTBB9V92UX348596;493;2806.38;2023-11-14;delivery                                                                                                                                                      
5RIHZ1W18VK494312;268;3745.88;2022-04-29;sold                                                                                                                                                          
1OYGU2J39QF633792;269;3472.06;2022-12-06;available                                                                                                                                                     
3NAOV7K86RU531532;440;2716.72;2022-03-26;delivery                                                                                                                                                      
8BVLJ9X44FI897244;75;3728.4;2020-03-09;reserve                                                                                                                                                         
1GQBW4W24SJ311242;212;2385.66;2020-03-21;available                                                                                                                                                     
9XMBJ4P27JX826263;25;3147.83;2024-04-06;available                                                                                                                                                      
8GCBP4Z61UK989174;85;3328.69;2022-06-09;sold                                                                                                                                                           
2WOUY5T52DT761565;162;2763.9;2024-07-13;delivery                                                                                                                                                       
4PHAW6V85SG325640;3;2308.0;2024-08-06;sold                                                                                                                                                             
6FTMS0D39PC839310;44;2006.31;2023-03-16;delivery                                                                                                                                                       
0FDCJ4P76FC993365;343;3289.17;2021-05-18;available                                                                                                                                                     
0VRGZ0B62PG808499;78;3350.33;2020-06-09;reserve                                                                                                                                                        
6IJWO5O14NS763208;281;2151.62;2023-02-02;available                                                                                                                                                     
7SIOE9H28UL632359;81;3670.44;2024-03-26;reserve                                                                                                                                                        
7SNEL2C92GQ889130;489;3422.99;2020-05-13;reserve                                                                                                                                                       
7PCCH7C95ON405823;293;3884.95;2020-07-08;delivery                                                                                                                                                      
1TFYN8Y11HB504360;339;2154.86;2022-05-16;available                                                                                                                                                     
3EMBF3E50VI590874;207;3920.0;2020-01-28;delivery                                                                                                                                                       
8CNZU6I08CU446209;484;3062.23;2021-04-03;sold                                                                                                                                                          
5AXUD0P66CA842988;231;2453.33;2021-08-28;delivery                                                                                                                                                      
3BBKF1E48BJ492191;336;3455.33;2022-03-08;available                                                                                                                                                     
6MXVN3Y37LN109140;155;2106.09;2020-05-27;available                                                                                                                                                     
6VYKQ4N38FB782293;438;3414.74;2021-08-08;reserve                                                                                                                                                       
8ZQKE8I43WW182132;194;3939.08;2024-01-29;available                                                                                                                                                     
5CGFJ2X95DF129080;209;2300.69;2020-02-02;reserve                                                                                                                                                       
7HSFW5V94PX935737;307;2661.95;2022-01-16;reserve                                                                                                                                                       
1UWWB2D53LL469997;21;3648.13;2024-01-04;reserve                                                                                                                                                        
9URGG3S37HP336819;379;2321.93;2020-02-15;available                                                                                                                                                     
3MIAX1L50QO072091;240;2913.15;2022-09-10;delivery                                                                                                                                                      
3OEQS2L65PT791417;410;2431.57;2023-10-08;delivery                                                                                                                                                      
2CBFX8I85ME271324;54;2832.41;2024-01-22;sold                                                                                                                                                           
3HKOB8Q35UY839220;208;2277.69;2022-02-08;delivery                                                                                                                                                      
3HXBR6N24MC589603;285;3803.1;2021-09-01;available                                                                                                                                                      
8IWOA0A29PF898586;92;2055.42;2021-07-20;delivery                                                                                                                                                       
7TYTN7C26YF248135;132;2348.3;2021-01-30;available                                                                                                                                                      
0EXFO7K56SJ374853;149;3573.77;2022-07-07;reserve                                                                                                                                                       
0CACU7L13RS642873;399;3911.0;2021-01-07;delivery                                                                                                                                                       
5VSCN4J14LP674071;438;3186.08;2023-03-29;available                                                                                                                                                     
5WNVT1T43OG551967;248;3254.71;2021-08-29;reserve                                                                                                                                                       
8ONYK2H75PC385273;429;3850.15;2022-01-06;reserve                                                                                                                                                       
0WYLV7H89LE045919;26;3431.49;2023-07-25;delivery                                                                                                                                                       
5FWNL3V71HD132813;385;2321.89;2021-10-19;available                                                                                                                                                     
2VMYR7D89XF643536;99;3218.5;2023-11-21;sold                                                                                                                                                            
0VZIP8Y19PI030963;49;3425.85;2022-10-20;sold                                                                                                                                                           
0IAJF7A20TO588013;221;3845.01;2024-04-28;reserve                                                                                                                                                       
3YLFB4C85OJ846841;395;2559.37;2023-11-19;reserve                                                                                                                                                       
1EFHM5G37EO932071;88;2616.93;2024-08-11;delivery                                                                                                                                                       
9GUOW5G31JV627682;290;2458.64;2020-12-05;delivery                                                                                                                                                      
8IXEY2J47YQ842032;124;2188.43;2021-09-24;sold                                                                                                                                                          
4HJKE3E95JF407805;442;2028.23;2024-08-23;delivery                                                                                                                                                      
6WKKA6D41FB778144;343;2322.25;2024-05-06;sold                                                                                                                                                          
0JZYT1J76TL640318;460;2083.78;2023-08-05;reserve                                                                                                                                                       
4UCJF0U46SZ625154;431;3381.07;2020-11-15;available                                                                                                                                                     
2HCBH0G26DV552243;53;2773.98;2020-04-22;sold                                                                                                                                                           
7QLLJ4V08FB253457;56;3399.53;2022-07-14;delivery                                                                                                                                                       
9ZUPW8N18SO339275;247;2471.16;2023-05-05;available                                                                                                                                                     
1EQAH9T29HP735316;320;3786.64;2022-10-26;delivery                                                                                                                                                      
2VQCW7K46CZ108024;326;2301.98;2022-02-11;delivery                                                                                                                                                      
4IXIW4A47HJ267367;238;2262.49;2023-11-08;delivery                                                                                                                                                      
6OUXW1J13PU851009;180;2536.3;2024-03-25;sold                                                                                                                                                           
5AYLW0Q43OW626459;192;2266.04;2024-05-24;available                                                                                                                                                     
0MFBE1R80TA984745;217;3009.51;2020-11-20;reserve                                                                                                                                                       
1MWQG5S36LJ180864;445;3262.85;2022-04-17;reserve                                                                                                                                                       
0KKLK2C15YE676227;279;3826.57;2023-11-24;reserve                                                                                                                                                       
1UBBB0I26GB100541;268;3158.95;2023-09-24;sold                                                                                                                                                          
2DMTA1F93OS046210;130;3198.98;2021-06-27;delivery                                                                                                                                                      
8QDQG5A33UZ521840;74;3739.88;2024-02-03;available                                                                                                                                                      
6UBQH3S22LK349505;142;2142.69;2022-07-23;delivery                                                                                                                                                      
9XZQW3G06NU415798;37;3780.68;2022-10-22;available                                                                                                                                                      
4GYSZ4W08ST378821;219;3437.9;2023-07-09;delivery                                                                                                                                                       
4NJLC0A39KH282919;255;2838.63;2022-07-19;delivery                                                                                                                                                      
5QQXZ2Z37SY962873;337;2402.82;2022-06-11;delivery                                                                                                                                                      
4DSWH1Z48UW121750;297;2802.37;2023-12-27;delivery                                                                                                                                                      
5ORFU5K54UF757691;295;2884.43;2022-06-01;sold                                                                                                                                                          
9JXYN8F72OZ982655;421;2906.7;2021-12-31;sold                                                                                                                                                           
1QCEH9Q94YL588117;265;2045.89;2021-08-21;sold                                                                                                                                                          
7JMFH8W39OE072458;30;2882.4;2020-09-06;available                                                                                                                                                       
5PJPC0E42ML737891;201;3662.34;2022-06-09;sold                                                                                                                                                          
1GKQV1T19DJ456183;324;3410.64;2024-08-13;sold                                                                                                                                                          
8QOBO4U91TC575303;469;2087.66;2021-08-08;available                                                                                                                                                     
2RIYB1T27LW399781;180;3233.94;2021-03-14;reserve                                                                                                                                                       
4MPKP3A34HF839955;477;3587.24;2023-09-03;available                                                                                                                                                     
7WSCR3B66NO775486;487;3694.07;2023-08-07;delivery                                                                                                                                                      
5ASLL6B62XD217382;224;2888.81;2021-03-05;sold                                                                                                                                                          
3XPMR1L96KX909450;3;2280.43;2022-06-01;delivery                                                                                                                                                        
0ITRN5X94XL858466;493;3704.51;2023-10-20;delivery                                                                                                                                                      
0SDQH9W29OT416641;463;2284.06;2022-04-06;delivery                                                                                                                                                      
1ZJNZ3W10RA028663;396;2886.51;2024-06-23;delivery                                                                                                                                                      
7IUHQ6F56VN192398;490;3563.74;2020-01-05;reserve                                                                                                                                                       
6BCTR3W08RM071800;490;2034.72;2022-01-23;reserve                                                                                                                                                       
8TOPI1Q29FN119460;294;2581.69;2022-05-12;sold                                                                                                                                                          
5WITZ8M72IQ046088;101;3803.95;2020-10-14;sold                                                                                                                                                          
4KXKL6M58QQ373291;413;2942.45;2021-04-14;sold                                                                                                                                                          
3MMNY1L55QP806587;438;3899.95;2020-02-17;reserve                                                                                                                                                       
3IPEA0Q84UB615141;129;3337.51;2020-11-05;reserve                                                                                                                                                       
0FWHA5F17QM212078;208;3722.56;2023-06-04;delivery                                                                                                                                                      
0GRXQ5X36DU541620;392;2613.05;2024-02-21;reserve                                                                                                                                                       
9HCXR4S57RK666686;450;2010.65;2023-04-09;reserve                                                                                                                                                       
7FHIQ8R96XG371149;299;2241.85;2022-09-29;delivery                                                                                                                                                      
2PBQI5I50EL121705;318;3172.27;2020-10-30;reserve                                                                                                                                                       
9YHQY1R07WV801199;456;2119.42;2023-06-07;sold                                                                                                                                                          
0MZFU8F48TL899929;147;2592.27;2023-11-14;delivery                                                                                                                                                      
8WFWT0P13PL296700;363;2485.51;2021-08-24;delivery                                                                                                                                                      
1QKPP5D32XG106441;274;3062.73;2021-05-27;delivery                                                                                                                                                      
4GLJO5L07KH700331;416;2624.74;2023-06-17;reserve                                                                                                                                                       
1ZCCK7V44UB461203;364;3889.13;2024-01-07;delivery                                                                                                                                                      
8HLQL1V43TB625378;260;3546.7;2021-07-28;delivery                                                                                                                                                       
6YQIZ4K49BL703384;189;3945.84;2021-08-29;delivery                                                                                                                                                      
3BMVW7W77QO859269;86;2349.82;2024-07-01;reserve                                                                                                                                                        
7VMEA8L50GG093243;483;2307.49;2023-03-07;available                                                                                                                                                     
1RKWZ8S52TT786081;201;3648.22;2022-07-12;delivery                                                                                                                                                      
3GVFQ1D61FL345821;435;3893.38;2021-11-07;delivery                                                                                                                                                      
9GCFT9A20RR830351;351;2687.86;2024-06-09;reserve                                                                                                                                                       
5UPWD3H67TZ005780;278;2965.07;2021-09-29;available                                                                                                                                                     
8UGSF6T93KE312559;216;3743.43;2024-01-19;reserve                                                                                                                                                       
9DIDP9J13ET278143;31;2701.8;2020-01-12;sold                                                                                                                                                            
8YMSX7G65BY236631;244;3805.73;2023-04-09;reserve                                                                                                                                                       
2GLUR3M99LT117604;408;2145.59;2022-01-21;sold                                                                                                                                                          
7NMJC8T03QZ551970;430;3918.41;2022-09-27;available                                                                                                                                                     
0DCYW6O50JK031270;99;3058.62;2021-04-09;sold                                                                                                                                                           
1AODQ5D40PA670363;27;3135.98;2020-11-26;sold                                                                                                                                                           
3PGIC5Y22EU091234;87;3174.67;2022-01-22;sold                                                                                                                                                           
5RIIZ1A48RW636348;126;3604.43;2023-04-27;reserve                                                                                                                                                       
4ZYSV8I79HB859336;30;2704.86;2023-01-01;delivery                                                                                                                                                       
9YNKQ7F20ZW561443;246;3325.87;2020-08-04;reserve                                                                                                                                                       
7YBMF1Y94AW442599;448;3665.07;2021-02-04;delivery                                                                                                                                                      
2ZLQC8B43LK201007;390;3138.3;2020-11-23;reserve                                                                                                                                                        
2IYXJ4R03DO981269;422;2149.27;2021-03-20;available                                                                                                                                                     
0VCHQ3V16SA528297;179;2131.59;2020-10-10;sold                                                                                                                                                          
3WRJD7B74CJ403774;215;3910.43;2022-11-11;delivery                                                                                                                                                      
6AAYV4H64WF894074;298;3454.11;2021-04-10;available                                                                                                                                                     
7NOAQ7H55UG371649;57;3477.67;2021-07-17;sold                                                                                                                                                           
6EVPQ1S33RB785588;331;3999.19;2021-01-20;reserve                                                                                                                                                       
3XVBT0O61ZC343106;268;2273.47;2023-07-09;sold                                                                                                                                                          
9ZJBV3Q81AB474318;194;2715.85;2023-06-13;delivery                                                                                                                                                      
7HROF3P38IH380095;151;2570.42;2023-10-24;available                                                                                                                                                     
0RDND7M10VN753584;229;2426.76;2022-12-10;available                                                                                                                                                     
5YENJ1M55BO717181;450;2476.28;2022-07-28;sold                                                                                                                                                          
9BDHN5V05NI030806;442;2503.84;2022-04-11;reserve                                                                                                                                                       
6AERU3G08RW786688;130;3286.66;2021-11-26;reserve                                                                                                                                                       
8NGIN9S55LO029425;456;2527.82;2021-01-19;reserve                                                                                                                                                       
5BSNO6Y54YQ799228;186;3801.96;2020-07-20;available                                                                                                                                                     
7LPPC2N37PH696871;22;3423.48;2024-08-24;delivery                                                                                                                                                       
5NMJH7Y64DP890181;181;2564.19;2020-01-03;reserve                                                                                                                                                       
4FFMU6V89UQ302892;317;3805.72;2022-04-07;available                                                                                                                                                     
2PHDZ3V82TZ906439;199;3740.05;2021-08-10;delivery                                                                                                                                                      
4WERM7X68OB841735;178;2707.03;2021-01-26;sold                                                                                                                                                          
6EQBO3D55NE633880;451;3576.48;2022-01-17;delivery                                                                                                                                                      
3QYOS5F75OR721096;273;3774.42;2021-09-25;reserve                                                                                                                                                       
9HGDH1A90DH174091;401;2943.2;2022-01-22;delivery                                                                                                                                                       
8VQVI4X03FM260796;24;2980.71;2021-11-26;available                                                                                                                                                      
9UWQY0J26DH725610;388;3731.1;2023-05-03;sold                                                                                                                                                           
8TNUE3K57AF148743;459;2678.2;2020-03-11;available                                                                                                                                                      
0COXA4Y51AQ249010;284;2834.32;2024-04-11;delivery                                                                                                                                                      
7MTER1Z17MV523662;72;3396.07;2020-11-06;sold                                                                                                                                                           
4MZWR6D66AU731809;232;2788.45;2022-05-02;reserve                                                                                                                                                       
8IWJG0N14QK149978;223;2204.91;2021-08-11;sold                                                                                                                                                          
6LJII4G96KM726483;204;3936.98;2021-02-26;reserve                                                                                                                                                       
0ZGBR5F14WL459775;21;3746.35;2020-04-30;sold                                                                                                                                                           
9DBQA4S61XW381197;177;2887.6;2020-12-08;reserve                                                                                                                                                        
7MQVC8P61RY846588;213;3925.35;2021-02-15;delivery                                                                                                                                                      
2XRWN6V79XN264740;381;2994.95;2022-07-01;available                                                                                                                                                     
6DTMQ1J08RM832037;53;2194.02;2023-03-21;available                                                                                                                                                      
7QNLZ3J33LR429828;252;3439.31;2020-07-13;available                                                                                                                                                     
8NGPU2N90PT447413;488;3899.93;2024-02-04;available                                                                                                                                                     
4JZZM5W11RB145558;167;2806.18;2024-01-26;delivery                                                                                                                                                      
2FZHA0C54ZY510888;98;2368.29;2024-05-24;available                                                                                                                                                      
